2020-04-13 14:32:58,527 DEBUG org.springframework.boot.context.logging.ClasspathLoggingApplicationListener [restartedMain] Application started with classpath: [file:/Users/umar.tahir/Desktop/Practise%20Project/demo/target/classes/]
2020-04-13 14:32:59,241 INFO com.employee.management.DemoApplication [restartedMain] Starting DemoApplication on imac083.home with PID 955 (started by umar.tahir in /Users/umar.tahir/Desktop/Practise Project/demo)
2020-04-13 14:32:59,242 INFO com.employee.management.DemoApplication [restartedMain] The following profiles are active: nbs
2020-04-13 14:32:59,243 DEBUG org.springframework.boot.SpringApplication [restartedMain] Loading source class com.employee.management.DemoApplication
2020-04-13 14:32:59,422 DEBUG org.springframework.boot.context.config.ConfigFileApplicationListener [restartedMain] Activated activeProfiles nbs
2020-04-13 14:32:59,423 DEBUG org.springframework.boot.context.config.ConfigFileApplicationListener [restartedMain] Loaded config file 'file:/Users/umar.tahir/Desktop/Practise%20Project/demo/target/classes/application.properties' (classpath:/application.properties)
2020-04-13 14:32:59,423 DEBUG org.springframework.boot.context.config.ConfigFileApplicationListener [restartedMain] Loaded config file 'file:/Users/umar.tahir/Desktop/Practise%20Project/demo/target/classes/application-nbs.properties' (classpath:/application-nbs.properties) for profile nbs
2020-04-13 14:32:59,437 INFO org.springframework.boot.devtools.restart.ChangeableUrls [restartedMain] The Class-Path manifest attribute in /Users/umar.tahir/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/jaxb-runtime-2.3.2.jar referenced one or more files that do not exist: file:/Users/umar.tahir/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/jakarta.xml.bind-api-2.3.2.jar,file:/Users/umar.tahir/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/txw2-2.3.2.jar,file:/Users/umar.tahir/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/istack-commons-runtime-3.0.8.jar,file:/Users/umar.tahir/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/stax-ex-1.8.1.jar,file:/Users/umar.tahir/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/FastInfoset-1.2.16.jar,file:/Users/umar.tahir/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/jakarta.activation-api-1.2.1.jar
2020-04-13 14:32:59,438 DEBUG org.springframework.boot.devtools.restart.ChangeableUrls [restartedMain] Matching URLs for reloading : [file:/Users/umar.tahir/Desktop/Practise%20Project/demo/target/classes/]
2020-04-13 14:32:59,438 DEBUG org.springframework.boot.devtools.settings.DevToolsSettings [restartedMain] Included patterns for restart : []
2020-04-13 14:32:59,438 DEBUG org.springframework.boot.devtools.settings.DevToolsSettings [restartedMain] Excluded patterns for restart : [/spring-boot-actuator/target/classes/, /spring-boot-devtools/target/classes/, /spring-boot/target/classes/, /spring-boot-starter-[\w-]+/, /spring-boot-autoconfigure/target/classes/, /spring-boot-starter/target/classes/]
2020-04-13 14:32:59,438 INFO org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor [restartedMain] Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-04-13 14:32:59,439 INFO org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor [restartedMain] For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2020-04-13 14:32:59,439 DEBUG org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext [restartedMain] Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@13f606e2
2020-04-13 14:32:59,551 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory [restartedMain] Creating shared instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
2020-04-13 14:32:59,606 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory [restartedMain] Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
2020-04-13 14:32:59,802 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Identified candidate component class: file [/Users/umar.tahir/Desktop/Practise Project/demo/target/classes/com/employee/management/adapter/EmployeeAdapter.class]
2020-04-13 14:32:59,835 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Identified candidate component class: file [/Users/umar.tahir/Desktop/Practise Project/demo/target/classes/com/employee/management/beans/configuration/EmployeeProxyConfiguration.class]
2020-04-13 14:32:59,837 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Identified candidate component class: file [/Users/umar.tahir/Desktop/Practise Project/demo/target/classes/com/employee/management/beans/configuration/EmployeeProxyConfigurationData.class]
2020-04-13 14:32:59,931 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Identified candidate component class: file [/Users/umar.tahir/Desktop/Practise Project/demo/target/classes/com/employee/management/beans/configuration/SecurityConfig.class]
2020-04-13 14:32:59,943 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Identified candidate component class: file [/Users/umar.tahir/Desktop/Practise Project/demo/target/classes/com/employee/management/beans/configuration/SwaggerConfig.class]
2020-04-13 14:33:00,001 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Identified candidate component class: file [/Users/umar.tahir/Desktop/Practise Project/demo/target/classes/com/employee/management/controller/impl/EmployeeControllerImpl.class]
2020-04-13 14:33:00,028 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Identified candidate component class: file [/Users/umar.tahir/Desktop/Practise Project/demo/target/classes/com/employee/management/exceptions/handler/EmployeeExceptionHandler.class]
2020-04-13 14:33:00,077 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Ignored because not a concrete top-level class: file [/Users/umar.tahir/Desktop/Practise Project/demo/target/classes/com/employee/management/repository/EmployeeRepository.class]
2020-04-13 14:33:00,154 DEBUG org.springframework.core.env.PropertySourcesPropertyResolver [restartedMain] Found key 'allowcdkbean' in PropertySource 'configurationProperties' with value of type String
2020-04-13 14:33:00,181 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Identified candidate component class: file [/Users/umar.tahir/Desktop/Practise Project/demo/target/classes/com/employee/management/service/impl/NorthBayEmployeeService.class]
2020-04-13 14:33:00,299 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Identified candidate component class: URL [jar:file:/Users/umar.tahir/.m2/repository/io/springfox/springfox-swagger2/2.9.2/springfox-swagger2-2.9.2.jar!/springfox/documentation/swagger2/mappers/ServiceModelToSwagger2MapperImpl.class]
2020-04-13 14:33:00,300 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Identified candidate component class: URL [jar:file:/Users/umar.tahir/.m2/repository/io/springfox/springfox-swagger2/2.9.2/springfox-swagger2-2.9.2.jar!/springfox/documentation/swagger2/mappers/VendorExtensionsMapperImpl.class]
2020-04-13 14:33:00,307 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Identified candidate component class: URL [jar:file:/Users/umar.tahir/.m2/repository/io/springfox/springfox-swagger2/2.9.2/springfox-swagger2-2.9.2.jar!/springfox/documentation/swagger2/mappers/ParameterMapperImpl.class]
2020-04-13 14:33:00,311 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Identified candidate component class: URL [jar:file:/Users/umar.tahir/.m2/repository/io/springfox/springfox-swagger2/2.9.2/springfox-swagger2-2.9.2.jar!/springfox/documentation/swagger2/mappers/ModelMapperImpl.class]
2020-04-13 14:33:00,313 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Identified candidate component class: URL [jar:file:/Users/umar.tahir/.m2/repository/io/springfox/springfox-swagger2/2.9.2/springfox-swagger2-2.9.2.jar!/springfox/documentation/swagger2/mappers/LicenseMapperImpl.class]
2020-04-13 14:33:00,317 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Identified candidate component class: URL [jar:file:/Users/umar.tahir/.m2/repository/io/springfox/springfox-swagger2/2.9.2/springfox-swagger2-2.9.2.jar!/springfox/documentation/swagger2/mappers/SecurityMapperImpl.class]
2020-04-13 14:33:00,371 DEBUG org.springframework.context.annotation.ClassPathBeanDefinitionScanner [restartedMain] Identified candidate component class: URL [jar:file:/Users/umar.tahir/.m2/repository/io/springfox/springfox-spring-web/2.9.2/springfox-spring-web-2.9.2.jar!/springfox/documentation/spring/web/scanners/ApiListingReferenceScanner.class]
